# X  Y          Z1        Z2
  1  16.3863996  17.0892152  15.6835839
  2  61.5446364  74.3888129  48.7004599
  3  80.5733824  93.2594221  67.8873427
  4  169.1611349  209.4491197  128.8731501
  5  176.5914794  193.2913600  159.8915987
  6  221.6914885  221.6914885  221.6914885
  7  0.0000000  0.0000000  0.0000000
  8  0.0000000  0.0000000  0.0000000
