# X  Y          Z1        Z2
  1  23.3499845  29.6946010  17.0053681
  2  57.1691528  64.5739120  49.7643937
  3  76.5143903  91.7798235  61.2489570
  4  115.0475727  149.3988630  80.6962823
  5  156.3576866  175.5684249  137.1469484
  6  204.3336207  204.3336207  204.3336207
  7  0.0000000  0.0000000  0.0000000
  8  0.0000000  0.0000000  0.0000000
